strategy,parameter,name,filename,N,size,periodic,symmetry,heuristic,attempts,contradictions,successes,contradiction_rate,avg_observations
Fixed,600,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,1,99,1,5895.6
Fixed,600,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,3826.7
Fixed,600,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1963.7
Fixed,600,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1163.6
Fixed,700,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,700,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,700,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,695.2
Fixed,700,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,700,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1825.2
Fixed,700,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,888.7
Fixed,700,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,845.4
Fixed,700,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,700,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.4
Fixed,700,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,700,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,700,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,700,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,700,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,700,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,700,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,786.7
Fixed,700,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,700,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,700,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,700,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,610.2
Fixed,700,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,634
Fixed,700,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,634.3
Fixed,700,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,700,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,700,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,2013.4
Fixed,700,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,700,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,700,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,700,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,430.6
Fixed,700,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,700,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,700,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1590.8
Fixed,700,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1012.5
Fixed,700,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1818.8
Fixed,700,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,696
Fixed,700,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,700,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,912.6
Fixed,700,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1234.8
Fixed,700,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1979.3
Fixed,700,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,700,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,700,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,833.7
Fixed,700,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1188.3
Fixed,700,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,792.4
Fixed,700,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,700,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,705.3
Fixed,700,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,522.2
Fixed,700,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,700,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,700,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,700,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,700,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,700,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,497.6
Fixed,700,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1347.4
Fixed,700,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4200.1
Fixed,700,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,969.7
Fixed,700,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,1,99,1,6256.9
Fixed,700,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,0,100,0,2653.4
Fixed,700,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,5701.1
Fixed,700,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,3880.1
Fixed,700,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1970.3
Fixed,700,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1154.7
Fixed,800,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,800,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,800,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,695.2
Fixed,800,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,800,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,1,99,1,2994.5
Fixed,800,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,894.9
Fixed,800,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,845.4
Fixed,800,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,800,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.4
Fixed,800,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,800,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,800,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,800,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,800,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,800,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,800,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,774
Fixed,800,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,800,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,800,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,800,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,610.2
Fixed,800,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,634
Fixed,800,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,634.3
Fixed,800,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,800,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,800,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,2065.5
Fixed,800,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,800,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,800,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,800,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,430.6
Fixed,800,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,800,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,800,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1594
Fixed,800,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1012.5
Fixed,800,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1743.6
Fixed,800,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,694.6
Fixed,800,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,800,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,918.5
Fixed,800,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1240.8
Fixed,800,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1980.7
Fixed,800,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,800,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,800,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,833.7
Fixed,800,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1130.9
Fixed,800,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,792.4
Fixed,800,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,800,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,705.3
Fixed,800,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,522.2
Fixed,800,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,800,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,800,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,800,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,800,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,800,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,497.6
Fixed,800,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1348.5
Fixed,800,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4199.6
Fixed,800,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,987.5
Fixed,800,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,2,98,2,8036.4
Fixed,800,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,0,100,0,2641.2
Fixed,800,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,6174.3
Fixed,800,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,4044.3
Fixed,800,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1983.1
Fixed,800,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1152.6
Fixed,900,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,900,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,900,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,695.2
Fixed,900,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,900,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2042.3
Fixed,900,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,892
Fixed,900,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,845.4
Fixed,900,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,900,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.4
Fixed,900,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,900,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,900,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,900,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,900,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,900,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,900,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,774
Fixed,900,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,900,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,900,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,900,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,610.2
Fixed,900,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,634
Fixed,900,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,634.3
Fixed,900,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,900,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,900,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,2019.9
Fixed,900,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,900,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,900,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,900,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,430.6
Fixed,900,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,900,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,900,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1605.3
Fixed,900,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1012.5
Fixed,900,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1743.6
Fixed,900,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,694.6
Fixed,900,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,900,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,916.1
Fixed,900,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1255.2
Fixed,900,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1982.3
Fixed,900,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,900,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,900,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,833.7
Fixed,900,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1130.5
Fixed,900,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,792.4
Fixed,900,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,900,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,705.3
Fixed,900,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,522.2
Fixed,900,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,900,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,900,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,900,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,900,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,900,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,497.6
Fixed,900,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1349.4
Fixed,900,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4204.1
Fixed,900,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,987.5
Fixed,900,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,0,100,0,6926.3
Fixed,900,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,0,100,0,2634.7
Fixed,900,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,7046.2
Fixed,900,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,4147.3
Fixed,900,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1981.6
Fixed,900,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1149
Fixed,1000,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,1000,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,1000,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,695.2
Fixed,1000,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,1000,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2130.2
Fixed,1000,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,892
Fixed,1000,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,845.4
Fixed,1000,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,1000,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.4
Fixed,1000,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,1000,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,1000,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,1000,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,1000,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,1000,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,1000,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,774
Fixed,1000,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,1000,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,1000,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,1000,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,610.2
Fixed,1000,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,634
Fixed,1000,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,634.3
Fixed,1000,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,1000,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,1000,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,2011.8
Fixed,1000,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,1000,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,1000,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,1000,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,430.6
Fixed,1000,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,1000,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,1000,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1597.6
Fixed,1000,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1012.5
Fixed,1000,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1743.6
Fixed,1000,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,694.6
Fixed,1000,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,1000,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,916.1
Fixed,1000,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1268.5
Fixed,1000,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1982.7
Fixed,1000,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,1000,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,1000,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,833.7
Fixed,1000,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1130.5
Fixed,1000,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,792.4
Fixed,1000,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,1000,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,705.3
Fixed,1000,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,522.2
Fixed,1000,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,1000,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,1000,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,1000,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,1000,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,1000,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,497.6
Fixed,1000,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1350.6
Fixed,1000,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4209.2
Fixed,1000,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,987.5
Fixed,1000,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,2,98,2,9009.8
Fixed,1000,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,0,100,0,2647.5
Fixed,1000,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,6702.3
Fixed,1000,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,4228
Fixed,1000,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1992
Fixed,1000,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1150.2
Fixed,1100,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,1100,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,1100,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,695.2
Fixed,1100,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,1100,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2118.4
Fixed,1100,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,891.3
Fixed,1100,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,845.4
Fixed,1100,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,1100,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.4
Fixed,1100,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,1100,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,1100,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,1100,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,1100,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,1100,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,1100,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,774
Fixed,1100,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,1100,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,1100,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,1100,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,610.2
